LEP_family,LEP_genus,LEP_species,LEP_genusspecies,HOST_family,HOST_genus,Reference
Hesperiidae,Achalarus,casica,Achalarus casica,Fabaceae,Desmodium,https://www.utep.edu/leb/chklist/butterfly/crossref.htm
Hesperiidae,Achalarus,jalapus,Achalarus jalapus,Fabaceae,Pithecellobium,"Janzen, D. H., Sharkey, M. J., & Burns, J. M. (1998). Parasitization biology of a new species of Braconidae (Hymenoptera) feeding on larvae of Costa Rican dry forest skippers (Lepidoptera: Hesperiidae: Pyrginae)."
Hesperiidae,Achalarus,lyciades,Achalarus lyciades,Fabaceae,Amorpha,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Achalarus,lyciades,Achalarus lyciades,Fabaceae,Baptisia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Achalarus,lyciades,Achalarus lyciades,Fabaceae,Desmodium,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Achalarus,lyciades,Achalarus lyciades,Fabaceae,Hedysarum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Achalarus,lyciades,Achalarus lyciades,Fabaceae,Indigofera,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Achalarus,lyciades,Achalarus lyciades,Fabaceae,Lespedeza,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Achalarus,tehuacana,Achalarus tehuacana,NA,NA,
Hesperiidae,Achalarus,toxeus,Achalarus toxeus,Fabaceae,Pithecellobium,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Achlyodes,thraso,Achlyodes thraso,Rutaceae,Citrus,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Achlyodes,thraso,Achlyodes thraso,Rutaceae,Zanthoxylum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Adopaeoides,prittwitzi,Adopaeoides prittwitzi,Poaceae,Paspalum,https://www.butterfliesandmoths.org/species/Adopaeoides-prittwitzi
Hesperiidae,Agathymus,aryxna,Agathymus aryxna,Agavaceae,Agave,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Aguna,asander,Aguna asander,Fabaceae,Bauhinia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Aguna,metophis,Aguna metophis,Fabaceae,Bauhinia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,aenus,Amblyscirtes aenus,Poaceae,Chasmanthium,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,aesculapius,Amblyscirtes aesculapius,Poaceae,Arundinaria,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,alternata,Amblyscirtes alternata,Poaceae,Gymnopogon,https://alabama.butterflyatlas.usf.edu/species/details/8/dusky-roadside-skipper
Hesperiidae,Amblyscirtes,belli,Amblyscirtes belli,Poaceae,Chasmanthium,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,carolina,Amblyscirtes carolina,Poaceae,Arundinaria,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,cassus,Amblyscirtes cassus,Poaceae,Panicum,https://www.butterfliesandmoths.org/species/Amblyscirtes-cassus
Hesperiidae,Amblyscirtes,celia,Amblyscirtes celia,Poaceae,Paspalum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,celia,Amblyscirtes celia,Poaceae,Stenotaphrum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,elissa,Amblyscirtes elissa,Poaceae,Bouteloua,https://www.butterfliesandmoths.org/species/Amblyscirtes-elissa
Hesperiidae,Amblyscirtes,eos,Amblyscirtes eos,Poaceae,Panicum,"Carr, B. Assembly and Evaluation of Vine Mesquite Germplasm for Rangeland Restoration."
Hesperiidae,Amblyscirtes,exoteria,Amblyscirtes exoteria,Poaceae,Muhlenbergia,https://www.butterfliesandmoths.org/species/Amblyscirtes-exoteria
Hesperiidae,Amblyscirtes,fimbriata,Amblyscirtes fimbriata,Poaceae,Bromus,https://www.butterfliesandmoths.org/species/Amblyscirtes-fimbriata
Hesperiidae,Amblyscirtes,fimbriata,Amblyscirtes fimbriata,Poaceae,Dactylis,https://www.butterfliesandmoths.org/species/Amblyscirtes-fimbriata
Hesperiidae,Amblyscirtes,fimbriata,Amblyscirtes fimbriata,Poaceae,Elymus,https://www.butterfliesandmoths.org/species/Amblyscirtes-fimbriata
Hesperiidae,Amblyscirtes,hegon,Amblyscirtes hegon,Poaceae,Chasmanthium,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,hegon,Amblyscirtes hegon,Poaceae,Poa,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,hegon,Amblyscirtes hegon,Poaceae,Sorghastrum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,hegon,Amblyscirtes hegon,Poaceae,Sorghum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,nereus,Amblyscirtes nereus,Poaceae,Bothriochloa,http://butterfliesofamerica.com/amblyscirtes_nereus.htm
Hesperiidae,Amblyscirtes,nysa,Amblyscirtes nysa,Poaceae,Digitaria,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,nysa,Amblyscirtes nysa,Poaceae,Echinochloa,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,nysa,Amblyscirtes nysa,Poaceae,Paspalum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,nysa,Amblyscirtes nysa,Poaceae,Pennisetum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,nysa,Amblyscirtes nysa,Poaceae,Stenotaphrum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,oslari,Amblyscirtes oslari,Poaceae,Bouteloua,https://www.butterfliesandmoths.org/species/Amblyscirtes-oslari
Hesperiidae,Amblyscirtes,phylace,Amblyscirtes phylace,Poaceae,Andropogon,https://butterfliesofamerica.com/amblyscirtes_phylace.htm
Hesperiidae,Amblyscirtes,reversa,Amblyscirtes reversa,Poaceae,Arundinaria,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,texanae,Amblyscirtes texanae,Poaceae,Panicum,https://www.butterfliesandmoths.org/species/Amblyscirtes-texanae
Hesperiidae,Amblyscirtes,tolteca,Amblyscirtes tolteca,Poaceae,NA,https://books.google.com/books?id=kxH-6rPPGpEC&pg=PA348&lpg=PA348&dq=Amblyscirtes+tolteca+larva&source=bl&ots=dtQ1FahLd9&sig=ACfU3U260RCDxL_UkNUw9FZ0PXonXGDRqg&hl=en&sa=X&ved=2ahUKEwidw8vo7I7qAhUKJt8KHZJKDC0Q6AEwDXoECAoQAQ#v=onepage&q=Amblyscirtes%20tolteca%20larva&f=false
Hesperiidae,Amblyscirtes,vialis,Amblyscirtes vialis,Poaceae,Agrostis,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,vialis,Amblyscirtes vialis,Poaceae,Chasmanthium,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Amblyscirtes,vialis,Amblyscirtes vialis,Poaceae,Poa,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Anatrytone,logan,Anatrytone logan,Poaceae,Andropogon,https://www.butterfliesandmoths.org/species/Anatrytone-logan
Hesperiidae,Anatrytone,logan,Anatrytone logan,Poaceae,Erianthus,https://www.butterfliesandmoths.org/species/Anatrytone-logan
Hesperiidae,Anatrytone,logan,Anatrytone logan,Poaceae,Panicum,https://www.butterfliesandmoths.org/species/Anatrytone-logan
Hesperiidae,Anatrytone,mazai,Anatrytone mazai,NA,NA,
Hesperiidae,Ancyloxypha,arene,Ancyloxypha arene,Poaceae,Polypogon,https://www.butterfliesandmoths.org/species/Ancyloxypha-arene
Hesperiidae,Ancyloxypha,numitor,Ancyloxypha numitor,Poaceae,Leersia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Ancyloxypha,numitor,Ancyloxypha numitor,Poaceae,Oryza,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Ancyloxypha,numitor,Ancyloxypha numitor,Poaceae,Panicum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Ancyloxypha,numitor,Ancyloxypha numitor,Poaceae,Poa,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Ancyloxypha,numitor,Ancyloxypha numitor,Poaceae,Setaria,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Ancyloxypha,numitor,Ancyloxypha numitor,Poaceae,Spartina,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Ancyloxypha,numitor,Ancyloxypha numitor,Poaceae,Zea,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Ancyloxypha,numitor,Ancyloxypha numitor,Poaceae,Zizaniopsis,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Asbolis,capucinus,Asbolis capucinus,Arecaceae,Acoelorrhaphe,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Asbolis,capucinus,Asbolis capucinus,Arecaceae,Cocos,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Asbolis,capucinus,Asbolis capucinus,Arecaceae,Dictyosperma,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Asbolis,capucinus,Asbolis capucinus,Arecaceae,Phoenix,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Asbolis,capucinus,Asbolis capucinus,Arecaceae,Roystonea,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Asbolis,capucinus,Asbolis capucinus,Arecaceae,Sabal,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Astraptes,fulgerator,Astraptes fulgerator,Aquifoliaceae,Ilex,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Astraptes,fulgerator,Astraptes fulgerator,Fabaceae,Caesalpinia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Astraptes,fulgerator,Astraptes fulgerator,Fabaceae,Cassia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Astraptes,fulgerator,Astraptes fulgerator,Fabaceae,Erythrina,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Astraptes,fulgerator,Astraptes fulgerator,Fabaceae,Inga,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Astraptes,fulgerator,Astraptes fulgerator,Fabaceae,Senna,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Astraptes,fulgerator,Astraptes fulgerator,Fabaceae,Sesbania,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Astraptes,fulgerator,Astraptes fulgerator,Rhamnaceae,Karwinskia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Astraptes,fulgerator,Astraptes fulgerator,Verbenaceae,Vitex,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Astraptes,gilberti,Astraptes gilberti,Fabaceae,Bauhinia,https://www.butterfliesandmoths.org/species/Astraptes-alector
Hesperiidae,Atalopedes,campestris,Atalopedes campestris,Poaceae,Cynodon,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Atalopedes,campestris,Atalopedes campestris,Poaceae,Digitaria,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Atalopedes,campestris,Atalopedes campestris,Poaceae,Distichlis,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Atalopedes,campestris,Atalopedes campestris,Poaceae,Eleusine,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Atalopedes,campestris,Atalopedes campestris,Poaceae,Festuca,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Atalopedes,campestris,Atalopedes campestris,Poaceae,Poa,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Atalopedes,campestris,Atalopedes campestris,Poaceae,Stenotaphrum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Atrytone,arogos,Atrytone arogos,Poaceae,Andropogon,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Atrytone,arogos,Atrytone arogos,Poaceae,Panicum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Atrytone,arogos,Atrytone arogos,Poaceae,Schizachyrium,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Atrytonopsis,cestus,Atrytonopsis cestus,Poaceae,NA,https://www.butterfliesandmoths.org/species/Atrytonopsis-cestus
Hesperiidae,Atrytonopsis,edwardsii,Atrytonopsis edwardsii,Poaceae,Bouteloua,https://www.butterfliesandmoths.org/species/Atrytonopsis-edwardsi
Hesperiidae,Atrytonopsis,edwardsii,Atrytonopsis edwardsii,Poaceae,Leptochloa,https://www.butterfliesandmoths.org/species/Atrytonopsis-edwardsi
Hesperiidae,Atrytonopsis,hianna,Atrytonopsis hianna,Poaceae,Andropogon,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Atrytonopsis,hianna,Atrytonopsis hianna,Poaceae,Schizachyrium,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Atrytonopsis,lunus,Atrytonopsis lunus,Poaceae,Muhlenbergia,https://www.butterfliesandmoths.org/species/Atrytonopsis-lunus
Hesperiidae,Atrytonopsis,pittacus,Atrytonopsis pittacus,Poaceae,Bouteloua,https://books.google.com/books?id=OWdD2bHSE-8C&pg=PA144&lpg=PA144&dq=Atrytonopsis+pittacus+host&source=bl&ots=Vdb3ukB2Zd&sig=ACfU3U1ZM_lGVE-_nNbtm2-xi1NAUb6EiA&hl=en&sa=X&ved=2ahUKEwiqjuWmguvoAhUIY6wKHVnRB1gQ6AEwDHoECAsQKQ#v=onepage&q=Atrytonopsis%20pittacus%20host&f=false
Hesperiidae,Atrytonopsis,python,Atrytonopsis python,Poaceae,NA,https://www.butterfliesandmoths.org/species/Atrytonopsis-python
Hesperiidae,Atrytonopsis,vierecki,Atrytonopsis vierecki,Poaceae,Bouteloua,https://books.google.com/books?id=tzo8DwAAQBAJ&pg=PT72&lpg=PT72&dq=Atrytonopsis+vierecki+host+plant&source=bl&ots=oGnkhHhlWh&sig=ACfU3U0_djKV9-c9VJhguQ5d9y74ptpkBg&hl=en&sa=X&ved=2ahUKEwiehKeL7o7qAhXNg-AKHbDMAnoQ6AEwBHoECAoQAQ#v=onepage&q=Atrytonopsis%20vierecki%20host%20plant&f=false
Hesperiidae,Autochton,bipunctatus,Autochton bipunctatus,NA,NA,
Hesperiidae,Autochton,cellus,Autochton cellus,Convolvulaceae,Stylisma,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Autochton,cellus,Autochton cellus,Fabaceae,Amphicarpaea,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Autochton,cellus,Autochton cellus,Fabaceae,Clitoria,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Autochton,cellus,Autochton cellus,Fabaceae,Phaseolus,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Autochton,cellus,Autochton cellus,Fabaceae,Vigna,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Autochton,cincta,Autochton cincta,Fabaceae,Desmodium,https://www.butterfliesandmoths.org/species/Autochton-cincta
Hesperiidae,Autochton,neis,Autochton neis,Melastomataceae,Miconia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Autochton,siermadror,Autochton siermadror,NA,NA,
Hesperiidae,Bolla,clytius,Bolla clytius,NA,NA,
Hesperiidae,Cabares,potrillo,Cabares potrillo,Verbenaceae,Priva,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Calpodes,ethlius,Calpodes ethlius,Amaryllidaceae,Zephyranthes,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Calpodes,ethlius,Calpodes ethlius,Apiaceae,Apium,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Calpodes,ethlius,Calpodes ethlius,Araceae,Colocasia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Calpodes,ethlius,Calpodes ethlius,Cannaceae,Canna,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Calpodes,ethlius,Calpodes ethlius,Euphorbiaceae,Phyllanthus,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Calpodes,ethlius,Calpodes ethlius,Heliconiaceae,Heliconia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Calpodes,ethlius,Calpodes ethlius,Hyacinthaceae,Hyacinthus,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Calpodes,ethlius,Calpodes ethlius,Marantaceae,Maranta,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Calpodes,ethlius,Calpodes ethlius,Marantaceae,Thalia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Calpodes,ethlius,Calpodes ethlius,Zingiberaceae,Hedychium,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Carrhenes,canescens,Carrhenes canescens,Malvaceae,Hibiscus,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Carterocephalus,palaemon,Carterocephalus palaemon,Poaceae,Brachypodium,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Carterocephalus,palaemon,Carterocephalus palaemon,Poaceae,Bromus,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Carterocephalus,palaemon,Carterocephalus palaemon,Poaceae,Calamagrostis,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Carterocephalus,palaemon,Carterocephalus palaemon,Poaceae,Molinia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Celotes,nessus,Celotes nessus,Malvaceae,Abutilon,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Celotes,nessus,Celotes nessus,Malvaceae,Alcea,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Celotes,nessus,Celotes nessus,Malvaceae,Allowissadula,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Celotes,nessus,Celotes nessus,Malvaceae,Meximalva,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Celotes,nessus,Celotes nessus,Malvaceae,Sphaeralcea,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Celotes,nessus,Celotes nessus,Malvaceae,Wissadula,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Chioides,catillus,Chioides catillus,Fabaceae,Glycine,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Chioides,catillus,Chioides catillus,Fabaceae,Macroptilium,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Chioides,catillus,Chioides catillus,Fabaceae,Mimosa,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Chioides,catillus,Chioides catillus,Fabaceae,Rhynchosia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Chioides,catillus,Chioides catillus,Fabaceae,Tephrosia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Chioides,zilpa,Chioides zilpa,Fabaceae,Nissolia,"Bailowitz, R. A., & Brodkin, H. (2007). Finding Butterflies in Arizona: A Guide to the Best Sites. Big Earth Publishing."
Hesperiidae,Chiomara,asychis,Chiomara asychis,Malpighiaceae,Gaudichaudia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Chiomara,asychis,Chiomara asychis,Malpighiaceae,Malpighia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Chiomara,asychis,Chiomara asychis,Verbenaceae,Vitex,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Codatractus,arizonensis,Codatractus arizonensis,Fabaceae,Eysenhardtia,Butterfliesandmoths.org
Hesperiidae,Codatractus,mysie,Codatractus mysie,Fabaceae,Tephrosia,https://www.butterfliesofamerica.com/L/imagehtmls/Hesp/Codatractus_valeriana_pentultimate_instar_on_Tephrosia_leiocarpa_USA_ARIZONA_Santa_Cruz_Co._5_mi_SE_of_Patagonia_04-IX-2010_2_i.htm
Hesperiidae,Cogia,caicus,Cogia caicus,Fabaceae,Acacia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Cogia,calchas,Cogia calchas,Fabaceae,Indigofera,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Cogia,calchas,Cogia calchas,Fabaceae,Mimosa,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Cogia,calchas,Cogia calchas,Fabaceae,Schrankia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Cogia,calchas,Cogia calchas,Moraceae,Milicia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Cogia,hippalus,Cogia hippalus,Fabaceae,Acaciella,"Dole, C. H. (2003). The butterfly gardener's guide (No. 175). Brooklyn Botanic Garden."
Hesperiidae,Cogia,outis,Cogia outis,Fabaceae,Acacia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Copaeodes,aurantiacus,Copaeodes aurantiacus,Poaceae,Bouteloua,Butterfliesandmoths.org
Hesperiidae,Copaeodes,aurantiacus,Copaeodes aurantiacus,Poaceae,Cynodon,Butterfliesandmoths.org
Hesperiidae,Copaeodes,aurantiacus,Copaeodes aurantiacus,Poaceae,Leptochloa,Butterfliesandmoths.org
Hesperiidae,Copaeodes,minimus,Copaeodes minimus,Poaceae,Cynodon,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Cymaenes,odilia,Cymaenes odilia,Cyperaceae,Cyperus,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Cymaenes,odilia,Cymaenes odilia,Poaceae,Panicum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Cymaenes,odilia,Cymaenes odilia,Poaceae,Paspalum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Cymaenes,tripunctus,Cymaenes tripunctus,Poaceae,Bambusa,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Cymaenes,tripunctus,Cymaenes tripunctus,Poaceae,Panicum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Cymaenes,tripunctus,Cymaenes tripunctus,Poaceae,Saccharum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Decinea,percosius,Decinea percosius,Poaceae,NA,Butterfliesandmoths.org
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Acacia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Amorpha,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Amphicarpaea,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Apios,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Astragalus,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Desmodium,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Erythrina,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Galactia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Gleditsia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Glycyrrhiza,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Lathyrus,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Lespedeza,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Lotus,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Phaseolus,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Pueraria,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Rhynchosia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Robinia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,clarus,Epargyreus clarus,Fabaceae,Wisteria,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,socus,Epargyreus socus,Fabaceae,Robinia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Epargyreus,zestos,Epargyreus zestos,Fabaceae,Galactia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Ephyriades,brunneus,Ephyriades brunneus,Malpighiaceae,Byrsonima,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Ephyriades,brunneus,Ephyriades brunneus,Malpighiaceae,Malpighia,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Erionota,thrax,Erionota thrax,Arecaceae,Calamus,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Erionota,thrax,Erionota thrax,Arecaceae,Caryota,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Erionota,thrax,Erionota thrax,Arecaceae,Cocos,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Erionota,thrax,Erionota thrax,Arecaceae,Licuala,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Erionota,thrax,Erionota thrax,Arecaceae,Metroxylon,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Erionota,thrax,Erionota thrax,Arecaceae,Nypa,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Erionota,thrax,Erionota thrax,Fabaceae,Butea,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Erionota,thrax,Erionota thrax,Musaceae,Musa,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Erionota,thrax,Erionota thrax,Poaceae,Chrysopogon,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Erionota,thrax,Erionota thrax,Poaceae,Saccharum,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Erionota,thrax,Erionota thrax,Strelitziaceae,Ravenala,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Erynnis,afranius,Erynnis afranius,Fabaceae,Astragalus,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Erynnis,afranius,Erynnis afranius,Fabaceae,Lotus,https://www.nhm.ac.uk/our-science/data/hostplants/
Hesperiidae,Erynnis,afranius,Erynnis afranius,Fabaceae,Lupinus,https://www.nhm.ac.uk/our-science/data/hostplants/
